,Station Name,Air Temperature
942,Foster Weather Station,20.67
943,Oak Street Weather Station,23.9
944,Foster Weather Station,20.06
945,Oak Street Weather Station,21.5
946,Oak Street Weather Station,21.7
947,Oak Street Weather Station,21.8
948,Foster Weather Station,27.17
949,Oak Street Weather Station,20.9
950,Oak Street Weather Station,23.5
951,Foster Weather Station,23.78
952,Foster Weather Station,26.28
953,Oak Street Weather Station,26.6
954,Oak Street Weather Station,29.1
955,Foster Weather Station,28.5
956,Oak Street Weather Station,29.4
957,Foster Weather Station,28.17
958,Oak Street Weather Station,21.3
959,Foster Weather Station,21.56
960,Oak Street Weather Station,20.7
961,Foster Weather Station,21.06
962,Oak Street Weather Station,24.5
963,Foster Weather Station,19.06
964,Oak Street Weather Station,25.3
965,Foster Weather Station,20.17
966,Oak Street Weather Station,24.5
967,Foster Weather Station,23.78
968,Oak Street Weather Station,24.1
969,Foster Weather Station,23.39
970,Oak Street Weather Station,25.1
971,Foster Weather Station,24.06
972,Oak Street Weather Station,23.8
973,Foster Weather Station,23.06
974,Oak Street Weather Station,23.5
975,Foster Weather Station,22.39
976,Oak Street Weather Station,20.8
977,Foster Weather Station,21.39
978,Oak Street Weather Station,23.6
979,Foster Weather Station,22.78
980,Oak Street Weather Station,13.7
981,Foster Weather Station,12.78
982,Oak Street Weather Station,23.2
983,Foster Weather Station,22.5
984,Oak Street Weather Station,23.7
985,Foster Weather Station,23.0
986,Oak Street Weather Station,24.7
987,Foster Weather Station,23.56
988,Oak Street Weather Station,24.5
989,Foster Weather Station,23.56
990,Oak Street Weather Station,22.1
991,Foster Weather Station,21.5
992,Oak Street Weather Station,21.4
993,Foster Weather Station,21.39
994,Oak Street Weather Station,23.3
995,Oak Street Weather Station,24.8
996,Foster Weather Station,22.56
997,Oak Street Weather Station,26.6
998,Foster Weather Station,26.39
999,Oak Street Weather Station,26.4
1000,Foster Weather Station,27.17
1001,Oak Street Weather Station,23.2
1002,Foster Weather Station,22.56
1003,Oak Street Weather Station,21.1
1004,Foster Weather Station,19.78
1005,Oak Street Weather Station,21.1
1006,Foster Weather Station,20.67
1007,Oak Street Weather Station,21.9
1008,Foster Weather Station,21.39
1009,Oak Street Weather Station,22.3
1010,Foster Weather Station,19.5
1011,Oak Street Weather Station,22.2
1012,Foster Weather Station,21.5
1013,Oak Street Weather Station,22.6
1014,Foster Weather Station,21.56
1015,Oak Street Weather Station,22.5
1016,Foster Weather Station,17.89
1017,Oak Street Weather Station,17.0
1018,Foster Weather Station,15.67
1019,Oak Street Weather Station,16.3
1020,Foster Weather Station,15.06
1021,Oak Street Weather Station,16.2
1022,Foster Weather Station,14.89
1023,Oak Street Weather Station,16.9
1024,Foster Weather Station,15.78
1025,Oak Street Weather Station,17.3
1026,Foster Weather Station,17.17
1027,Oak Street Weather Station,18.9
1028,Foster Weather Station,18.0
1029,Oak Street Weather Station,17.8
1030,Foster Weather Station,16.67
1031,Oak Street Weather Station,16.8
1032,Foster Weather Station,15.67
1033,Oak Street Weather Station,16.2
1034,Foster Weather Station,15.28
1035,Oak Street Weather Station,15.9
1036,Foster Weather Station,15.06
1037,Oak Street Weather Station,16.0
1038,Foster Weather Station,14.67
1039,Oak Street Weather Station,15.2
1040,Foster Weather Station,14.28
1041,Oak Street Weather Station,14.5
1042,Foster Weather Station,14.0
1043,Foster Weather Station,14.06
1044,Foster Weather Station,13.67
1045,Oak Street Weather Station,14.8
1046,Oak Street Weather Station,14.4
1047,Foster Weather Station,13.06
1048,Foster Weather Station,13.06
1049,Foster Weather Station,13.39
1050,Oak Street Weather Station,14.0
1051,Oak Street Weather Station,13.6
1052,Foster Weather Station,13.0
1053,Oak Street Weather Station,13.5
1054,Foster Weather Station,12.78
1055,Oak Street Weather Station,13.7
1056,Foster Weather Station,13.06
1057,Oak Street Weather Station,14.0
1058,Foster Weather Station,13.17
1059,Oak Street Weather Station,14.9
1060,Foster Weather Station,13.78
1061,Oak Street Weather Station,15.0
1062,Foster Weather Station,14.17
1063,Oak Street Weather Station,15.1
1064,Foster Weather Station,14.17
1065,Oak Street Weather Station,14.6
1066,Foster Weather Station,13.78
1067,Oak Street Weather Station,14.1
1068,63rd Street Weather Station,7.0
1069,Oak Street Weather Station,14.2
1070,Foster Weather Station,13.0
1071,Oak Street Weather Station,14.1
1072,Foster Weather Station,13.17
1073,Oak Street Weather Station,14.3
1074,Foster Weather Station,13.5
1075,Oak Street Weather Station,14.4
1076,Foster Weather Station,14.06
1077,Oak Street Weather Station,13.8
1078,Foster Weather Station,12.17
1079,Oak Street Weather Station,13.7
1080,Foster Weather Station,13.17
1081,Oak Street Weather Station,13.9
1082,Foster Weather Station,13.56
1083,Oak Street Weather Station,14.3
1084,Foster Weather Station,13.5
1085,Oak Street Weather Station,14.2
1086,Foster Weather Station,13.28
1087,Oak Street Weather Station,14.3
1088,Foster Weather Station,14.0
1089,Oak Street Weather Station,14.6
1090,Foster Weather Station,14.06
1091,Oak Street Weather Station,14.8
1092,Foster Weather Station,14.28
1093,Oak Street Weather Station,16.0
1094,Foster Weather Station,15.17
1095,Oak Street Weather Station,15.0
1096,Foster Weather Station,15.28
1097,Foster Weather Station,20.39
1098,Oak Street Weather Station,15.4
1099,Foster Weather Station,15.28
1100,Oak Street Weather Station,15.7
1101,Foster Weather Station,15.0
1102,Oak Street Weather Station,27.0
1103,Foster Weather Station,26.39
1104,Oak Street Weather Station,17.2
1105,Foster Weather Station,15.0
1106,Oak Street Weather Station,17.6
1107,Foster Weather Station,15.06
1108,Oak Street Weather Station,18.8
1109,Foster Weather Station,16.17
1110,Oak Street Weather Station,18.5
1111,Foster Weather Station,18.5
1112,Oak Street Weather Station,19.5
1113,Foster Weather Station,19.56
1114,Oak Street Weather Station,17.1
1115,Foster Weather Station,19.39
1116,Oak Street Weather Station,20.8
1117,Foster Weather Station,19.89
1118,Oak Street Weather Station,20.8
1119,Foster Weather Station,19.78
1120,Oak Street Weather Station,21.8
1121,Foster Weather Station,19.67
1122,Oak Street Weather Station,21.6
1123,Foster Weather Station,20.17
1124,Oak Street Weather Station,22.3
1125,Foster Weather Station,21.0
1126,Oak Street Weather Station,22.8
1127,Foster Weather Station,21.78
1128,Oak Street Weather Station,23.2
1129,Foster Weather Station,22.17
1130,Oak Street Weather Station,25.5
1131,Foster Weather Station,24.5
1132,Oak Street Weather Station,26.3
1133,Foster Weather Station,25.78
1134,Oak Street Weather Station,27.8
1135,Foster Weather Station,26.89
1136,Oak Street Weather Station,27.4
1137,Foster Weather Station,26.5
1138,Oak Street Weather Station,27.0
1139,Foster Weather Station,26.17
1140,Oak Street Weather Station,26.3
1141,Foster Weather Station,25.56
1142,Oak Street Weather Station,25.7
1143,Foster Weather Station,25.39
1144,Oak Street Weather Station,17.6
1145,Foster Weather Station,15.39
1146,Oak Street Weather Station,16.3
1147,Foster Weather Station,14.67
1148,Oak Street Weather Station,15.8
1149,Foster Weather Station,14.39
1150,Oak Street Weather Station,14.8
1151,Foster Weather Station,13.89
1152,Oak Street Weather Station,14.2
1153,Foster Weather Station,13.28
1154,Oak Street Weather Station,13.8
1155,Foster Weather Station,12.56
1156,Oak Street Weather Station,13.3
1157,Foster Weather Station,12.56
1158,Oak Street Weather Station,13.2
1159,Foster Weather Station,12.28
1160,Oak Street Weather Station,12.9
1161,Foster Weather Station,12.06
1162,Oak Street Weather Station,12.9
1163,Foster Weather Station,11.89
1164,Oak Street Weather Station,12.9
1165,Foster Weather Station,11.89
1166,Oak Street Weather Station,12.8
1167,Foster Weather Station,11.78
1168,Oak Street Weather Station,13.0
1169,Foster Weather Station,12.0
1170,Oak Street Weather Station,13.0
1171,Foster Weather Station,12.06
1172,Oak Street Weather Station,13.1
1173,Foster Weather Station,12.06
1174,Oak Street Weather Station,13.0
1175,Foster Weather Station,11.78
1176,Oak Street Weather Station,13.1
1177,Foster Weather Station,12.06
1178,Foster Weather Station,11.89
1179,Foster Weather Station,12.0
1180,Oak Street Weather Station,13.2
1181,Oak Street Weather Station,13.2
1182,Foster Weather Station,12.28
1183,Oak Street Weather Station,13.3
1184,Foster Weather Station,12.17
1185,Oak Street Weather Station,13.2
1186,Foster Weather Station,12.39
1187,Foster Weather Station,12.67
1188,Foster Weather Station,12.39
1189,Oak Street Weather Station,13.4
1190,Oak Street Weather Station,13.4
1191,Foster Weather Station,12.5
1192,Oak Street Weather Station,13.2
1193,Foster Weather Station,12.28
1194,Oak Street Weather Station,13.3
1195,Foster Weather Station,12.39
1196,Oak Street Weather Station,13.4
1197,Foster Weather Station,12.67
1198,Oak Street Weather Station,13.8
1199,Foster Weather Station,12.89
1200,Oak Street Weather Station,15.1
1201,Foster Weather Station,14.0
1202,Oak Street Weather Station,15.3
1203,Oak Street Weather Station,13.5
1204,Foster Weather Station,12.5
1205,Oak Street Weather Station,13.4
1206,Foster Weather Station,12.56
1207,Oak Street Weather Station,13.6
1208,Foster Weather Station,12.78
1209,Oak Street Weather Station,13.6
1210,Foster Weather Station,12.78
1211,Oak Street Weather Station,14.0
1212,Foster Weather Station,13.17
1213,Oak Street Weather Station,14.6
1214,Foster Weather Station,13.78
1215,Oak Street Weather Station,15.3
1216,Foster Weather Station,14.39
1217,Oak Street Weather Station,15.1
1218,Foster Weather Station,14.28
1219,Oak Street Weather Station,15.4
1220,Foster Weather Station,14.5
1221,Oak Street Weather Station,15.5
1222,Foster Weather Station,14.5
1223,Oak Street Weather Station,15.1
1224,Foster Weather Station,14.28
1225,Foster Weather Station,14.67
1226,Oak Street Weather Station,20.9
1227,Foster Weather Station,16.0
1228,Oak Street Weather Station,19.0
1229,Foster Weather Station,16.28
1230,Oak Street Weather Station,21.7
1231,Foster Weather Station,18.5
1232,Oak Street Weather Station,21.4
1233,Foster Weather Station,20.06
1234,Oak Street Weather Station,20.3
1235,Foster Weather Station,19.0
1236,Oak Street Weather Station,26.3
1237,Foster Weather Station,25.78
1238,Oak Street Weather Station,20.5
1239,Foster Weather Station,20.0
1240,Oak Street Weather Station,20.9
1241,Oak Street Weather Station,21.8
1242,Foster Weather Station,19.89
1243,Oak Street Weather Station,21.4
1244,Foster Weather Station,20.39
1245,Oak Street Weather Station,21.4
1246,Foster Weather Station,20.0
1247,Oak Street Weather Station,21.6
1248,Foster Weather Station,17.5
1249,Oak Street Weather Station,21.8
1250,Foster Weather Station,19.78
1251,Oak Street Weather Station,21.5
1252,Foster Weather Station,18.17
1253,Oak Street Weather Station,21.5
1254,Foster Weather Station,19.89
1255,Oak Street Weather Station,22.4
1256,Foster Weather Station,21.56
1257,Oak Street Weather Station,23.6
1258,Foster Weather Station,23.0
1259,Oak Street Weather Station,28.0
1260,Foster Weather Station,28.5
1261,Oak Street Weather Station,27.8
1262,Foster Weather Station,27.39
1263,Oak Street Weather Station,27.1
1264,Foster Weather Station,26.5
1265,Oak Street Weather Station,27.0
1266,Foster Weather Station,26.0
1267,Oak Street Weather Station,26.4
1268,Foster Weather Station,25.56
1269,Oak Street Weather Station,26.1
1270,Foster Weather Station,24.78
1271,Oak Street Weather Station,25.5
1272,Foster Weather Station,24.17
1273,Oak Street Weather Station,25.2
1274,Foster Weather Station,23.89
1275,Oak Street Weather Station,24.7
1276,Foster Weather Station,23.17
1277,Oak Street Weather Station,24.0
1278,Foster Weather Station,22.89
1279,Oak Street Weather Station,22.1
1280,Foster Weather Station,21.67
1281,Oak Street Weather Station,23.8
1282,Foster Weather Station,22.67
1283,Oak Street Weather Station,24.0
1284,Foster Weather Station,21.39
1285,63rd Street Weather Station,6.1
1286,Oak Street Weather Station,25.1
1287,Foster Weather Station,24.56
1288,63rd Street Weather Station,25.4
1289,Foster Weather Station,24.17
1290,Oak Street Weather Station,25.7
1291,Foster Weather Station,24.89
1292,63rd Street Weather Station,26.4
1293,Oak Street Weather Station,26.2
1294,Foster Weather Station,25.39
1295,63rd Street Weather Station,25.9
1296,Oak Street Weather Station,26.3
1297,Foster Weather Station,25.28
1298,63rd Street Weather Station,26.0
1299,Oak Street Weather Station,25.9
1300,Foster Weather Station,24.89
1301,63rd Street Weather Station,24.7
1302,Foster Weather Station,23.39
1303,63rd Street Weather Station,26.2
1304,Foster Weather Station,25.28
1305,Oak Street Weather Station,24.5
1306,63rd Street Weather Station,27.6
1307,Oak Street Weather Station,28.1
1308,Foster Weather Station,27.17
1309,63rd Street Weather Station,27.7
1310,Oak Street Weather Station,28.0
1311,Foster Weather Station,27.06
1312,63rd Street Weather Station,28.6
1313,Oak Street Weather Station,29.0
1314,Foster Weather Station,28.28
1315,63rd Street Weather Station,28.8
1316,Oak Street Weather Station,29.0
1317,Foster Weather Station,28.39
1318,63rd Street Weather Station,29.2
1319,Oak Street Weather Station,28.9
1320,Foster Weather Station,28.5
1321,63rd Street Weather Station,21.4
1322,Oak Street Weather Station,20.8
1323,Foster Weather Station,21.67
1324,63rd Street Weather Station,29.1
1325,Oak Street Weather Station,28.7
1326,Foster Weather Station,28.5
1327,63rd Street Weather Station,28.8
1328,Foster Weather Station,28.5
1329,63rd Street Weather Station,28.9
1330,Foster Weather Station,28.17
